,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
35895,b+,chloe,crossbody bag,bag,7,189.9,elsie leather crossbody bag beige leather  calf elsie  
35896,b+,chloe,crossbody bag,bag,10,170.91,eden leather crossbody bag black leather  calf eden  
35897,b+,chloe,satchel,bag,mini,170.91,ethel leather satchel black leather  calf ethel  
35898,b+,chloe,satchel,bag,6,151.92,lily leather satchel black leather  calf lily  
35899,b+,chloe,satchel,bag,10,313.33,paraty leather satchel brown leather  calf paraty  
35900,b+,chloe,satchel,bag,6,151.92,lily leather satchel black leather  calf lily  
35901,b+,chloe,satchel,bag,11,379.79,marcie leather satchel brown leather  calf marcie  
35902,b+,chloe,satchel,bag,small,313.33,paraty leather satchel gray leather  calf paraty  
35903,b+,chloe,crossbody bag,bag,7,189.9,elsie leather crossbody bag beige leather  calf elsie  
35904,b+,dior,travel bag,bag,11,237.37,honeycomb travel bag dark brown fabric  coated canvas honeycomb duffle bag
35905,b+,dior,travel bag,bag,11,237.37,honeycomb travel bag dark brown fabric  coated canvas honeycomb duffle bag
35906,ab,dior,clutch bag,bag,5,132.93,honeycomb pvc clutch bag dark brown fabric  coated canvas honeycomb clutch 
35907,b+,dior,clutch bag,bag,6,132.93,dior oblique canvas clutch bag black fabric  canvas oblique clutch 
35908,b+,dior,travel bag,bag,12,237.37,dior oblique coated canvas travel bag dark blue leather  calf dior oblique duffle
35909,b+,fendi,handbag,bag,11,237.37,spy denim handbag blue fabric  denim spy  
35910,b+,fendi,tote bag,bag,m,265.86,zucchino roll canvas tote bag brown fabric  canvas zucchino tote 
35911,b+,gucci,satchel,bag,11,142.42,bamboo leather satchel black leather  calf bamboo satchel 
35912,b+,gucci,satchel,bag,13,170.91,bamboo suede satchel black leather  suede bamboo satchel 
35913,b+,gucci,backpack,bag,15,218.38,bamboo suede drawstring backpack black leather  suede bamboo backpack 
35914,b+,gucci,handbag,bag,6,142.42,bamboo suede handbag brown leather  suede bamboo handbag 
35915,b+,gucci,shoulder bag,bag,12,151.92,bamboo suede shoulder bag black leather  suede bamboo handbag 
35916,b+,gucci,handbag,bag,8,161.41,bamboo gg canvas handbag brown fabric  canvas bamboo gg canvas
35917,b+,gucci,baguette,bag,5,151.92,gg canvas boat brown fabric  canvas gg canvas boat
35918,b+,gucci,baguette,bag,4,151.92,gg canvas boat brown fabric  canvas gg canvas boat
35919,b+,gucci,shoulder bag,bag,8,218.38,gg canvas jackie shoulder bag black fabric  canvas gg canvas jackie
35920,b+,gucci,handbag,bag,9,132.93,bamboo nylon handbag black fabric  nylon bamboo handbag 
35921,ab,gucci,shoulder bag,bag,8,189.9,gg nylon shoulder bag black fabric  nylon bamboo gg nylon
35922,b+,gucci,backpack,bag,12,218.38,bamboo drawstring suede backpack black leather  suede bamboo backpack 
35923,b+,gucci,backpack,bag,9,218.38,bamboo suede backpack black leather  suede bamboo backpack 
35924,b+,louis vuitton,crossbody bag,bag,11,360.81,americas cup calvi messenger bag red plastic  vinyl americas cup calvi
35925,b+,louis vuitton,tote bag,bag,mm,493.73,damier ebene hampstead mm brown fabric  coated canvas damier ebene hampstead
35926,b,louis vuitton,tote bag,bag,mm,493.73,damier ebene hampstead mm brown fabric  coated canvas damier ebene hampstead
35927,b+,louis vuitton,belt bag,bag,5,455.75,damier ebene geronimos brown fabric  coated canvas damier ebene geronimos
35928,b+,louis vuitton,baguette,bag,5,227.88,epi pochette accessoires brown leather  calf epi pochette accessoires
35929,b,louis vuitton,baguette,bag,5,227.88,epi pochette accessoires dark red leather  calf epi pochette accessoires
35930,b+,louis vuitton,baguette,bag,5,227.88,epi pochette accessoires black leather  calf epi pochette accessoires
35931,b+,louis vuitton,handbag,bag,pm,427.27,epi alma pm black leather  calf epi alma 
35932,b+,louis vuitton,backpack,bag,pm,332.32,epi sac depaule brown leather  calf epi sac d'epaule
35933,b+,louis vuitton,boston bag,bag,30,341.82,epi speedy 30 brown leather  calf epi speedy 
35934,b+,louis vuitton,boston bag,bag,30,341.82,epi speedy 30 blue leather  calf epi speedy 
35935,b+,louis vuitton,handbag,bag,10,474.74,monogram excentri-cite brown fabric  coated canvas monogram excentri-cite 
35936,b,louis vuitton,handbag,bag,12,360.81,monogram deauville dark brown fabric  coated canvas monogram deauville 
35937,b+,louis vuitton,travel bag,bag,55,493.73,monogram keepall bandouliere 55 brown fabric  coated canvas monogram keepall bandouliere
35938,b+,louis vuitton,crossbody bag,bag,5,360.81,monogram marly bandouliere brown fabric  coated canvas monogram marly 
35939,b+,louis vuitton,crossbody bag,bag,5,341.82,monogram marly bandouliere brown fabric  coated canvas monogram marly 
35940,b+,louis vuitton,crossbody bag,bag,mini,360.81,monogram mini amazone brown fabric  coated canvas monogram amazone 
35941,b,louis vuitton,tote bag,bag,mm,598.18,monogram neverfull mm brown fabric  coated canvas monogram neverfull 
35942,b+,louis vuitton,tote bag,bag,pm,550.7,monogram neverfull pm brown canvas  monogram neverfull 
35943,b+,louis vuitton,crossbody bag,bag,28,360.81,monogram nile brown fabric  coated canvas monogram nile 
35944,b,louis vuitton,handbag,bag,30,265.86,monogram papillon 30 brown fabric  coated canvas monogram papillon 
35945,b,louis vuitton,clutch bag,bag,11,284.85,monogram poche documents portfolio brown fabric  coated canvas monogram poche-documents portfolio
35946,b,louis vuitton,crossbody bag,bag,pm,360.81,monogram reporter pm brown fabric  coated canvas monogram reporter 
35947,b+,louis vuitton,boston bag,bag,30,332.32,monogram speedy 30 brown fabric  coated canvas monogram speedy 
35948,b+,louis vuitton,handbag,bag,pm,493.73,monogram tivoli pm brown fabric  coated canvas monogram tivoli 
35949,b,louis vuitton,tote bag,bag,pm,522.22,monogram totally pm brown fabric  coated canvas monogram totally 
35950,b+,louis vuitton,tote bag,bag,pm,493.73,monogram totally pm brown fabric  coated canvas monogram totally 
35951,b+,louis vuitton,satchel,bag,7,256.36,vernis roxbury drive white leather  patent monogram vernis roxbury
35952,b+,louis vuitton,baguette,bag,5,227.88,epi pochette accessoires black leather  calf epi pochette accessoires
35953,b+,louis vuitton,handbag,bag,pm,237.37,antigua cabas pm red fabric  canvas antigua cabas 
35954,b+,louis vuitton,handbag,bag,pm,427.27,epi alma pm green leather  calf epi alma 
35955,b+,prada,backpack,bag,10,189.9,tessuto drawstring backpack black fabric  nylon tessuto backpack 
35956,b+,prada,shoulder bag,bag,8,170.91,tessuto shoulder bag purple fabric  nylon tessuto handbag 
35958,b,ysl,clutch bag,bag,7,132.93,chevron leather clutch bag dark red leather  calf calf leather clutch
35959,b+,ysl,crossbody bag,bag,6,142.42,leather crossbody bag brown leather  calf calf leather crossbody
35960,b,ysl,handbag,bag,7,170.91,leather handbag dark brown leather  calf calf leather handbag
35961,b+,bottega veneta,handbag,bag,6,237.37,canvas handbag beige fabric  canvas canvas handbag 
35962,b+,burberry,boston bag,bag,9,230.0,haymarket check coated canvas boston bag beige fabric  coated canvas haymarket check boston
35963,a,gucci,crossbody bag,bag,small,890.0,small gg supreme flora ophidia crossbody bag brown fabric  coated canvas gg flora ophidia
35974,b+,loewe,crossbody bag,bag,10,549.35,flamenco flap knot leather crossbody bag red leather  calf flamenco knot crossbody
35977,b+,prada,clutch bag,bag,6,246.26,leopard print fur clutch bag brown natural material  fur fur clutch 
35980,ab,louis vuitton,tote bag,bag,gm,776.66,monogram neverfull gm brown fabric  coated canvas monogram neverfull 
35981,ab,louis vuitton,backpack,bag,pm,1534.38,monogram palm springs pm brown fabric  coated canvas monogram palm springs
35982,b+,louis vuitton,backpack,bag,mm,1524.91,monogram palm springs mm brown fabric  coated canvas monogram palm springs
35983,ab,louis vuitton,bucket bag,bag,pm,663.0,monogram noe brown fabric  coated canvas monogram noe 
35984,ab,louis vuitton,tote bag,bag,mm,672.47,damier ebene neverfull mm brown fabric  coated canvas damier ebene neverfull
35985,b+,louis vuitton,tote bag,bag,pm,445.16,damier ebene parioli pm brown fabric  coated canvas damier ebene parioli
35986,ab,louis vuitton,shoulder bag,bag,9,426.22,damier ebene tribeca carre brown fabric  coated canvas damier ebene tribeca
35987,ab,louis vuitton,handbag,bag,7,1553.32,monogram denim pleaty handbag blue fabric  denim monogram pleaty 
35988,ab,louis vuitton,satchel,bag,mm,1524.91,city steamer mm black leather  calf city steamer 
35989,ab,louis vuitton,baguette,bag,5,876.11,epi pochette felicie light pink leather  calf epi pochette felicie
35991,b+,gucci,tote bag,bag,8,246.26,guccissima punch tote bag white leather  calf guccissima punch tote
35992,ab,gucci,tote bag,bag,13,378.86,gg supreme tote bag beige fabric  canvas gg supreme tote
35993,ab,gucci,satchel,bag,7,805.08,bamboo leather satchel black leather  calf bamboo night 
35994,ab,gucci,tote bag,bag,13,246.26,gg supreme tote bag beige fabric  canvas gg supreme tote
35995,ab,gucci,hobo bag,bag,15,284.14,guccissima interlocking icon hobo bag dark brown leather  calf guccissima icon bit
35996,ab,gucci,shoulder bag,bag,9,260.47,gg canvas shoulder bag beige fabric  canvas gg canvas shoulder
35997,b+,gucci,shoulder bag,bag,8,236.79,gg canvas studded pelham shoulder bag beige fabric  canvas gg canvas web
35998,ab,gucci,belt bag,bag,5,549.35,gg marmont belt bag purple fabric  velour gg marmont matelasse
36001,b+,bottega veneta,shoulder bag,bag,13,359.92,intrecciato leather hobo bag brown nappa leather  intrecciato hobo bag
36002,b+,bottega veneta,shoulder bag,bag,8,435.69,intrecciato campana leather hobo bag brown leather  calf intrecciato campana 
36004,ab,chanel,tote bag,bag,10,1581.74,cambon ligne lambskin leather tote bag black leather  calf cambon ligne tote
36005,ab,chanel,handbag,bag,7,2538.35,cc denim handbag black fabric  denim cc turnlock handbag
36007,b+,prada,shoulder bag,bag,12,170.49,canapa logo canvas shoulder bag beige fabric  canvas canapa logo shoulder
36008,ab,prada,tote bag,bag,9,430.95,leather etiquette tote bag black leather  calf calf leather etiquette
36011,b+,dior,handbag,bag,large,1420.72,cannage lady dior leather handbag black leather  lambskin cannage lady dior
36012,b+,celine,handbag,bag,9,274.67,c macadam handbag black leather  suede c macadam handbag
36013,b+,ferragamo,shoulder bag,bag,5,336.24,gancini leather shoulder bag black leather  calf gancini shoulder bag
36024,b+,burberry,tote bag,bag,10,179.96,nova check canvas tote bag beige fabric  canvas nova check tote
36025,b+,cartier,shoulder bag,bag,8,246.26,must de cartier leather shoulder bag dark red leather  calf must de cartier
36026,b+,ferragamo,crossbody bag,bag,7,113.66,gancini leather crossbody bag white leather  calf gancini crossbody 
36027,b+,gucci,belt bag,bag,6,246.26,gg canvas belt bag beige fabric  canvas gg canvas belt
36028,b+,louis vuitton,shoulder bag,bag,43,587.23,monogram saumur 43 brown fabric  coated canvas monogram saumur 
36029,b+,louis vuitton,shoulder bag,bag,10,397.8,monogram musette salsa short strap brown fabric  coated canvas monogram musette salsa
36030,b+,louis vuitton,shoulder bag,bag,gm,681.95,monogram montsouris gm brown fabric  coated canvas monogram montsouris 
36031,a,louis vuitton,shoulder bag,bag,gm,644.06,monogram looping gm brown canvas  monogram looping 
36032,b,prada,handbag,bag,9,236.79,canapa logo denim handbag dark blue fabric  denim canapa logo handbag
36042,ab,ysl,satchel,bag,small,630.0,downtown cabas leather satchel gray leather  calf downtown cabas 
36043,b+,gucci,crossbody bag,bag,small,965.0,small gg marmont leather crossbody bag black leather  calf gg marmont matelasse
36047,b+,stella mccartney,tote bag,bag,12,305.0,monogram canvas tote bag beige fabric  canvas monogram tote 
36048,b+,louis vuitton,backpack,bag,mm,630.0,monogram montsouris mm brown fabric  coated canvas monogram montsouris 
36050,ab,ferragamo,tote bag,bag,10,180.0,leather tote bag beige leather  calf calf leather shoulder
36051,b+,ferragamo,tote bag,bag,9,180.0,bice leather tote bag orange leather  calf gancini tote 
36052,b+,alexander wang,satchel,bag,7,100.0,rockie leather satchel red leather  lambskin rockie  
36053,a,gucci,shoulder bag,bag,medium,1050.0,medium gg supreme dionysus shoulder bag brown fabric  coated canvas gg supreme dionysus
36054,a,fendi,crossbody bag,bag,6,495.0,vitello grace baguette multicolor leather  calf vitello grace crossbody
36057,ab,louis vuitton,tote bag,bag,gm,1094.05,monogram neverfull gm brown fabric  coated canvas monogram neverfull 
36058,b+,louis vuitton,tote bag,bag,gm,1012.7,damier ebene neverfull gm brown fabric  coated canvas damier ebene neverfull
36059,ab,louis vuitton,tote bag,bag,mm,1582.77,monogram kusama neverfull mm white fabric  coated canvas monogram neverfull yayoi
36060,b+,louis vuitton,tote bag,bag,gm,1019.18,damier ebene neverfull gm brown fabric  coated canvas damier ebene neverfull
36061,b+,prada,handbag,bag,11,525.0,saffiano cuir twin handbag gray leather  calf saffiano cuir twin
36062,b+,gucci,satchel,bag,large,945.0,rebelle leather satchel red leather  calf re(belle)  
36063,b+,mulberry,shoulder bag,bag,lily,140.0,lily leather shoulder bag dark brown leather  calf lily  
36064,b+,fendi,handbag,bag,6,150.0,leather handbag black leather  calf calf leather handbag
36065,ab,chanel,satchel,bag,9,1260.0,matelasse leather satchel dark brown leather  lambskin cc turnlock timeless
36066,b+,prada,satchel,bag,7,1016.02,tessuto re-edition 2005 beige fabric  nylon vela shoulder bag
36067,b+,louis vuitton,handbag,bag,30,323.95,monogram speedy 30 brown fabric  coated canvas monogram speedy 
36068,b+,louis vuitton,handbag,bag,30,500.75,monogram speedy 30 brown fabric  coated canvas monogram speedy 
36069,b+,louis vuitton,handbag,bag,30,387.12,monogram speedy 30 brown fabric  coated canvas monogram speedy 
36070,b+,louis vuitton,handbag,bag,35,356.35,monogram speedy 35 brown fabric  coated canvas monogram speedy 
36071,b+,louis vuitton,handbag,bag,35,397.16,monogram speedy 35 brown fabric  coated canvas monogram speedy 
36072,b+,louis vuitton,handbag,bag,35,454.76,monogram speedy 35 brown fabric  coated canvas monogram speedy 
36073,b+,louis vuitton,shoulder bag,bag,pm,434.2,monogram reporter pm brown fabric  coated canvas monogram reporter 
36074,b+,louis vuitton,shoulder bag,bag,pm,365.64,monogram reporter pm brown fabric  coated canvas monogram reporter 
36075,b+,louis vuitton,shoulder bag,bag,pm,365.64,monogram reporter pm brown fabric  coated canvas monogram reporter 
36076,b+,louis vuitton,shoulder bag,bag,pm,372.05,monogram reporter pm brown fabric  coated canvas monogram reporter 
36077,b+,louis vuitton,handbag,bag,14,304.7,monogram excursion brown fabric  coated canvas monogram excursion 
36078,b+,louis vuitton,handbag,bag,14,321.09,monogram excursion brown fabric  coated canvas monogram excursion 
36079,b+,louis vuitton,handbag,bag,14,310.2,monogram excursion brown fabric  coated canvas monogram excursion 
36080,b+,louis vuitton,handbag,bag,14,342.53,monogram excursion brown fabric  coated canvas monogram excursion 
36081,b+,louis vuitton,shoulder bag,bag,10,532.71,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
36082,b+,louis vuitton,shoulder bag,bag,10,490.68,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
36083,b+,louis vuitton,shoulder bag,bag,10,511.69,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
36084,b+,louis vuitton,handbag,bag,12,409.77,monogram deauville dark brown fabric  coated canvas monogram deauville 
36085,b+,louis vuitton,handbag,bag,12,369.13,monogram deauville dark brown fabric  coated canvas monogram deauville 
